#{"t_start": 1651710627.4038239, "env_id": null}
r,l,t
-261.605589,15,0.022937
-47.434249,15,0.0369
-142.30053,15,0.050862
-184.331339,15,0.065823
-56.644699,15,0.08178
-81.395829,15,0.095743
-169.34903,15,0.109705
-188.711621,15,0.123667
-96.30078,15,0.13763
-35.120959,15,0.15259
-107.153107,15,0.16755
-97.392955,15,0.184505
-364.508987,15,0.201459
-537.10057,15,0.216421
-57.506689,15,0.230384
-222.57608,15,0.244346
-33.418673,15,0.257312
-17.375612,15,0.271274
-177.260441,15,0.285237
-102.432655,15,0.298202
-219.464968,15,0.31416
-86.838235,15,0.328122
-101.28164,15,0.341088
-154.520509,15,0.35505
-66.782074,15,0.369013
-197.360908,15,0.382976
-44.424966,15,0.395941
-35.188715,15,0.409903
-164.65144,15,0.423346
-78.954522,15,0.437309
-243.84177,15,0.451272
-126.235965,15,0.465234
-45.137958,15,0.478199
-260.870349,15,0.491164
-72.251942,15,0.505127
-118.24864,15,0.51909
-136.593178,15,0.532055
-117.656049,15,0.546018
-49.970831,15,0.566963
-34.076051,15,0.583917
-143.040409,15,0.59788
-71.020073,15,0.611842
-208.709687,15,0.624807
-90.673455,15,0.63877
-84.823932,15,0.652734
-161.862446,15,0.665699
-371.568833,15,0.679661
-158.029063,15,0.693624
-174.079513,15,0.707587
-101.615736,15,0.720552
-458.394383,15,0.734514
-107.09124,15,0.747479
-115.458306,15,0.761442
-602.400972,15,0.774407
-384.909731,15,0.78837
-325.182037,15,0.801335
-48.048623,15,0.814993
-57.803655,15,0.828958
-78.379132,15,0.842921
-135.116811,15,0.856888
-138.467284,15,0.870846
-55.238461,15,0.884809
-46.149762,15,0.898771
-124.411797,15,0.911767
-26.664142,15,0.925699
-95.857239,15,0.939672
-49.313976,15,0.953635
-45.356772,15,0.96659
-176.175509,15,0.980568
-113.450237,15,0.99454
-282.94822,15,1.008478
-108.546517,15,1.022441
-28.521134,15,1.0374
-141.783826,15,1.051363
-93.418913,15,1.066323
-236.880356,15,1.080286
-49.151769,15,1.094249
-28.431398,15,1.108211
-46.229773,15,1.123184
-112.946858,15,1.137166
-155.564157,15,1.151096
-38.239936,15,1.165059
-52.083925,15,1.179023
-33.9038,15,1.192984
-214.904132,15,1.206947
-83.1579,15,1.22091
-108.866964,15,1.234872
-146.214945,15,1.248835
-63.358119,15,1.262814
-98.410393,15,1.27676
-42.941399,15,1.290723
-24.584131,15,1.303689
-41.98209,15,1.316654
-141.549233,15,1.332612
-129.080786,15,1.348568
-397.079219,15,1.36154
-27.743008,15,1.375497
-157.384034,15,1.38946
-67.106042,15,1.402424
-53.635748,15,1.416387
-255.083222,15,1.43035
-56.512353,15,1.444312
-535.374158,15,1.457278
-48.386703,15,1.471241
-165.25038,15,1.485203
-39.588892,15,1.499166
-57.588859,15,1.512132
-52.197545,15,1.526095
-226.313389,15,1.53906
-75.978377,15,1.552024
-84.36741,15,1.565986
-201.468984,15,1.579949
-168.68294,15,1.593912
-106.764574,15,1.607875
-88.211023,15,1.62084
-66.462567,15,1.634803
-250.493221,15,1.647768
-169.516277,15,1.661733
-156.164212,15,1.675693
-147.896412,15,1.688659
-50.189796,15,1.701624
-175.454888,15,1.715587
-134.213055,15,1.728567
-82.032298,15,1.742515
-109.635039,15,1.756478
-414.341512,15,1.769443
-63.150358,15,1.783405
-72.871215,15,1.796384
-197.467797,15,1.810333
-79.486612,15,1.823474
-73.996813,15,1.837437
-208.20721,15,1.850403
-153.82791,15,1.86438
-89.193141,15,1.87733
-46.859577,15,1.891292
-119.163319,15,1.904258
-51.022082,15,2.102727
-67.009954,15,2.117687
-178.701031,15,2.13165
-29.548299,15,2.148631
-55.593471,15,2.162567
-47.708227,15,2.176549
-66.839132,15,2.192626
-65.569015,15,2.209581
-52.318739,15,2.227536
-178.23278,15,2.241494
-174.521241,15,2.256455
-42.215701,15,2.271415
-61.173387,15,2.286375
-85.384887,15,2.300339
-37.898004,15,2.315298
-39.81561,15,2.329261
-30.191128,15,2.343223
-38.472673,15,2.358184
-121.481665,15,2.372146
-66.465725,15,2.387107
-44.168753,15,2.401068
-115.360186,15,2.41506
-115.448268,15,2.428994
-228.420806,15,2.443182
-142.86469,15,2.457145
-62.406763,15,2.471108
-237.387763,15,2.485071
-52.419476,15,2.499034
-79.991334,15,2.513018
-45.05883,15,2.526958
-60.425657,15,2.540921
-81.417261,15,2.554884
-240.591772,15,2.568846
-37.878154,15,2.582809
-33.516675,15,2.596772
-72.296476,15,2.609738
-51.416887,15,2.6237
-123.535326,15,2.637662
-128.638677,15,2.651625
-102.579171,15,2.665588
-122.053192,15,2.679551
-56.564247,15,2.694523
-42.109666,15,2.707475
-187.156894,15,2.721438
-52.281467,15,2.734404
-64.158053,15,2.749363
-86.127827,15,2.763327
-24.57482,15,2.777289
-186.183602,15,2.791251
-188.438402,15,2.805215
-158.285781,15,2.819015
-83.23159,15,2.833976
-76.628998,15,2.848935
-42.650644,15,2.864891
-69.966302,15,2.880849
-299.370732,15,2.894812
-187.275583,15,2.909772
-83.991734,15,2.924736
-70.724087,15,2.938694
-62.960286,15,2.953656
-283.332261,15,2.967618
-53.255867,15,2.982578
-284.938206,15,2.996541
-146.045021,15,3.0115
-9.853986,15,3.026461
-12.419918,15,3.04142
-26.745173,15,3.057378
-182.406614,15,3.072337
-167.297608,15,3.087297
-38.885675,15,3.103255
-172.218141,15,3.118214
-155.70682,15,3.132177
-126.828484,15,3.147148
-132.672221,15,3.162098
-110.662468,15,3.177057
-151.009682,15,3.192017
-70.715294,15,3.20598
-22.360506,15,3.22094
-60.175896,15,3.2359
-71.110253,15,3.249863
-127.017183,15,3.26582
-219.381749,15,3.279783
-35.164507,15,3.293753
-110.545199,15,3.308705
-147.322543,15,3.322675
-194.619238,15,3.337628
-118.65459,15,3.351591
-54.012404,15,3.367548
-227.972167,15,3.382508
-68.839281,15,3.399462
-124.351862,15,3.414423
-58.927875,15,3.43038
-86.938601,15,3.448332
-294.861334,15,3.464288
-138.800487,15,3.479248
-137.138102,15,3.494208
-22.539144,15,3.508171
-106.242649,15,3.523131
-66.244691,15,3.538092
-98.563174,15,3.553051
-55.64231,15,3.568011
-22.168099,15,3.582971
-210.545177,15,3.597931
-29.442161,15,3.612891
-244.340561,15,3.627851
-318.942396,15,3.642811
-62.18361,15,3.657771
-116.41302,15,3.671743
-169.463051,15,3.685696
-35.413262,15,3.700656
-17.972991,15,3.713622
-40.163308,15,3.727586
-51.563326,15,3.741549
-204.187332,15,3.757504
-32.746394,15,3.771467
-161.719062,15,3.78543
-68.561495,15,3.799393
-86.246766,15,3.814353
-83.93122,15,3.82744
-181.462502,15,3.841404
-121.629264,15,3.856363
-68.564409,15,3.870325
-64.877178,15,3.884288
-132.332312,15,3.898262
-43.711752,15,3.913211
-24.906263,15,3.926176
-149.627113,15,3.940394
-145.2107,15,3.954358
-82.139731,15,3.96832
-51.852765,15,3.982301
-21.232905,15,3.996245
-60.197414,15,4.010207
-44.096134,15,4.024171
-381.150898,15,4.037136
-124.35638,15,4.051098
-70.254778,15,4.066072
-72.900966,15,4.079042
-80.337214,15,4.27869
-27.629997,15,4.292652
-32.799218,15,4.307612
-179.146652,15,4.321575
-136.567408,15,4.335538
-320.544859,15,4.351495
-87.101595,15,4.369447
-46.859455,15,4.384407
-72.155168,15,4.39837
-28.213758,15,4.415324
-28.229512,15,4.432279
-72.132388,15,4.448237
-79.968721,15,4.464194
-140.225912,15,4.479182
-15.374659,15,4.494115
-66.223121,15,4.508077
-72.711964,15,4.522055
-79.672532,15,4.537997
-34.090873,15,4.551961
-85.257183,15,4.565922
-28.935917,15,4.579886
-22.923195,15,4.593848
-40.977408,15,4.60781
-122.338765,15,4.620796
-168.989534,15,4.635736
-26.968085,15,4.649708
-59.661892,15,4.663661
-67.881871,15,4.677625
-65.771712,15,4.691619
-58.758196,15,4.705549
-148.726687,15,4.719513
-270.060282,15,4.733474
-239.016827,15,4.747652
-26.864068,15,4.760618
-85.21608,15,4.774581
-50.987012,15,4.788566
-135.159257,15,4.802506
-26.359366,15,4.816315
-396.694358,15,4.831957
-62.317455,15,4.847592
-245.65797,15,4.862552
-27.338544,15,4.876515
-152.96577,15,4.890477
-70.960815,15,4.903444
-139.238612,15,4.917405
-49.761956,15,4.931368
-152.483916,15,4.945336
-52.514148,15,4.959293
-479.449042,15,4.973256
-111.692582,15,4.987252
-29.859832,15,5.000415
-78.558869,15,5.014379
-24.841262,15,5.028343
-56.188086,15,5.042303
-82.748778,15,5.056266
-106.996539,15,5.070229
-10.225771,15,5.084201
-213.423254,15,5.098155
-312.295878,15,5.11212
-15.70034,15,5.1261
-80.297044,15,5.139045
-85.070242,15,5.15201
-45.020878,15,5.165972
-35.14618,15,5.178939
-37.389782,15,5.1929
-47.541887,15,5.205866
-31.334664,15,5.219829
-112.099952,15,5.232794
-110.452463,15,5.246756
-15.38078,15,5.259722
-182.388175,15,5.273685
-68.730975,15,5.287654
-49.94107,15,5.30161
-180.940562,15,5.315573
-126.784913,15,5.329535
-70.746017,15,5.343518
-69.965648,15,5.357461
-208.824208,15,5.371423
-1058.161652,15,5.385385
-66.160451,15,5.399349
-3.970797,15,5.413311
-353.03426,15,5.426276
-86.499075,15,5.440239
-39.465568,15,5.453204
-75.553945,15,5.467167
-52.232666,15,5.480133
-97.548415,15,5.494095
-38.760038,15,5.50706
-77.356153,15,5.520026
-140.194434,15,5.532991
-50.626683,15,5.546954
-25.249076,15,5.55992
-345.475181,15,5.573882
-91.561523,15,5.586847
-58.92087,15,5.599812
-53.854181,15,5.613775
-77.506017,15,5.62674
-28.671062,15,5.639706
-102.406911,15,5.653674
-26.090995,15,5.66664
-211.240298,15,5.679599
-67.458624,15,5.693562
-73.298622,15,5.707525
