Number of Episodes,Rewards
4500,-224.17203088000002
4590,-221.35584028000002
4680,-223.16683464
4770,-223.61640839999998
4860,-224.02894437999998
4950,-224.3075483
5040,-222.00219022000002
5130,-222.94689488000003
5220,-223.8150544
5310,-223.50979308
5400,-222.60914384000003
5490,-222.80403182
5580,-217.92075856
5670,-215.59463284
5760,-218.27220182
5850,-217.40922061999999
5940,-217.80837577999998
6030,-217.74728535999998
6120,-218.46321918
6210,-217.60913650000003
6300,-212.88681576000002
6390,-212.34051626000002
6480,-212.46851866000003
6570,-210.96537392000002
6660,-209.20341444000002
6750,-207.71355382000002
6840,-208.07566312
6930,-205.63823144
7020,-205.38032822000002
7110,-202.73150418
7200,-200.73237932
7290,-200.19363906
7380,-199.51668057999998
7470,-195.32501168
7560,-198.29292910000004
7650,-198.35032926000002
7740,-198.46231168
7830,-200.71320085999997
7920,-196.96138915999998
8010,-191.36092478
8100,-192.16361476
8190,-190.10911672
8280,-190.53239638
8370,-190.205427
8460,-191.56066242
8550,-189.63195822
8640,-188.0155259
8730,-188.22100542000004
8820,-188.39390526000003
8910,-188.55667542
9000,-188.6899322
9090,-189.68434688
9180,-191.59901632
9270,-189.7289732
9360,-185.11766989999998
9450,-182.2745178
9540,-181.34383188
9630,-180.75934268
9720,-177.62468625999998
9810,-178.70354147999998
9900,-177.33837158
9990,-175.88995734000002
10080,-177.06476982
10170,-177.99651784000002
10260,-175.32429318
10350,-174.24583693999998
10440,-172.50190038
10530,-171.97350032
10620,-170.24882014000002
10710,-169.25226028
10800,-169.56370321999998
10890,-168.37668598000002
10980,-167.90815548000003
11070,-166.73071246
11160,-168.27218154
11250,-167.01610224
11340,-165.90975514000002
11430,-165.93956122
11520,-163.6540522
11610,-163.22992494
11700,-160.24303912
11790,-161.29076781999999
11880,-157.02273694000002
11970,-155.71301342000004
12060,-150.54425386
12150,-148.63040743999997
12240,-147.47311812
12330,-145.09834980000002
12420,-143.24415774000002
12510,-142.77249826
12600,-141.24827839999998
12690,-140.34615052
12780,-139.35005396000003
12870,-139.75313754
12960,-137.70559836
13050,-138.00535938000002
13140,-137.9213456
13230,-136.55897244
13320,-136.14515972
13410,-135.4060739
13500,-134.2421373
13590,-134.05056267999998
13680,-128.97048880000003
13770,-130.22638794
13860,-131.93185864
13950,-133.15448868000001
14040,-137.74991844000002
14130,-137.0739221
14220,-136.71368185999998
14310,-134.31507553999998
14400,-133.59422184000002
14490,-137.02335976
14580,-136.64112556
14670,-135.08889896
14760,-132.8704789
14850,-136.22404626
14940,-136.36537528000002
15030,-134.65454734
15120,-132.9388363
15210,-131.65083534
15300,-129.53717848
15390,-129.58587752
15480,-129.33591207999999
15570,-129.23773758000002
15660,-127.25275228
15750,-125.96922488
15840,-126.02240056000001
15930,-125.90499116000001
16020,-125.598641
16110,-127.99809168
16200,-127.65904788
16290,-127.10929234
16380,-127.12386964
16470,-126.45533686
16560,-126.4184413
16650,-126.07322302
16740,-125.45311418
16830,-124.32368038
16920,-124.20677284000001
17010,-124.73459910000001
17100,-123.59504358000001
17190,-123.45941048
17280,-123.22440512
17370,-121.61823594
17460,-122.28968768
17550,-121.63707232
17640,-120.66576126
17730,-117.89685066
17820,-116.2846059
17910,-116.83221126000001
18000,-116.705999
18090,-115.83954698000001
18180,-115.8520125
18270,-114.40376726
18360,-113.06277158
18450,-111.09893124
18540,-108.07579329999999
18630,-106.97179767999998
18720,-106.78630224
18810,-105.74794496
18900,-105.3023441
18990,-102.23047602000001
19080,-101.69399748000001
19170,-101.40707852
19260,-101.60825516
19350,-98.25749246000001
19440,-97.92351298000001
19530,-98.7223459
19620,-99.25634469999999
19710,-99.03268616
19800,-99.62033286
19890,-99.6898738
19980,-99.48900778
20070,-97.82444733999999
20160,-97.8269857
20250,-98.04068364000001
20340,-97.77624032000001
20430,-96.05499906000001
20520,-95.02295300000002
20610,-91.92262996
20700,-92.06855511999998
20790,-90.25198755999999
20880,-89.71939274
20970,-88.94597578
21060,-88.56658728
21150,-88.25304154
21240,-87.54911096
21330,-85.83594186
21420,-85.29366558
21510,-84.33146156000001
21600,-84.43734291999999
21690,-84.68790046000001
21780,-83.89766304000001
21870,-83.55273021999999
21960,-82.8596512
22050,-82.4312127
22140,-82.5276036
22230,-82.6332893
22320,-83.15512334000002
22410,-82.00748834
22500,-81.40438517999999
22590,-80.10675716
22680,-79.51693094
22770,-78.5880405
22860,-77.27345010000002
22950,-77.87028276000001
23040,-74.45474792
23130,-74.69508554
23220,-74.43290782
23310,-74.72090180000002
23400,-74.49285664
23490,-73.03620914
23580,-72.03814541999999
23670,-72.06540048000001
23760,-71.38109370000001
23850,-70.51749421999999
23940,-69.80149236
24030,-68.69002880000001
24120,-68.93351274
24210,-68.0103162
24300,-66.87105196000002
24390,-65.62222050000001
24480,-64.46213154
24570,-63.983012679999995
24660,-62.74539367999999
24750,-61.809746579999995
24840,-60.603032039999995
24930,-61.360073959999994
25020,-61.3934389
25110,-61.53821038
25200,-61.881801
25290,-61.923972340000006
25380,-61.28128418
25470,-60.84557476
25560,-60.25320576
25650,-59.99291718
25740,-59.525051440000006
25830,-59.47464346000001
25920,-59.2611651
26010,-58.58986542
26100,-58.62824298
26190,-57.67596102
26280,-57.33891144
26370,-57.03781370000001
26460,-57.34585638000001
26550,-56.549323720000004
26640,-55.820251260000006
26730,-54.91274172
26820,-53.83792138
26910,-53.721504620000005
27000,-53.408442300000004
27090,-53.44291434
27180,-53.74082438000001
27270,-53.13222188
27360,-53.192660239999995
27450,-52.173046539999994
27540,-52.6664226
27630,-52.53969632
27720,-52.201648680000005
27810,-51.861813839999996
27900,-51.82437082
27990,-51.92581828
28080,-52.027272599999996
28170,-51.00950092
28260,-51.05117298
28350,-50.59304344
28440,-50.7208803
28530,-49.92748016
28620,-49.30582208
28710,-49.810252999999996
28800,-49.49714846
28890,-49.686669159999994
28980,-50.338516180000006
29070,-50.6245886
29160,-51.24336154000001
29250,-51.51381122
29340,-51.53860034
29430,-50.315340639999995
29520,-49.9825687
29610,-48.83698368
29700,-47.693939900000004
29790,-47.21931454
29880,-47.07150854
29970,-47.30116288000001
30060,-47.42595042000001
30150,-46.90381854
30240,-47.08739432
30330,-46.9175325
30420,-47.80510884
30510,-48.72962014000001
30600,-47.74004328
30690,-47.77958992
30780,-47.48429988
30870,-47.37154934
30960,-46.402749580000005
31050,-46.41809838
31140,-46.320278540000004
31230,-46.15187756
31320,-46.979002359999996
31410,-46.12296406
31500,-45.34506914
31590,-44.9094578
31680,-44.064283259999996
31770,-43.665145159999994
31860,-43.53753406
31950,-43.236772120000005
32040,-42.337730099999995
32130,-41.480568059999996
32220,-41.82323194000001
32310,-41.517183980000006
32400,-41.727791780000004
32490,-42.26947442
32580,-41.72774058
32670,-41.815038179999995
32760,-42.492395939999994
32850,-42.57150944
32940,-42.028068160000004
33030,-42.17239644
33120,-41.47624142
33210,-40.927976
33300,-40.829457700000006
33390,-40.42885750000001
33480,-41.00282812
33570,-40.29053616
33660,-39.2936709
33750,-40.45832826
33840,-40.3376699
33930,-40.12932074
34020,-41.309913740000006
34110,-41.24121710000001
34200,-41.57009928000001
34290,-41.43622306
34380,-41.72463914
34470,-41.34057922
34560,-40.891282200000006
34650,-41.50486586
34740,-41.25580148
34830,-41.236074540000004
34920,-40.597058520000004
35010,-39.79991784
35100,-40.00144936
35190,-39.828397640000006
35280,-40.74770084
35370,-40.29894326
35460,-40.50616862
35550,-40.91013062
35640,-40.66275092
35730,-40.746250499999995
35820,-40.39860152
35910,-40.653693540000006
36000,-40.87483884
36090,-40.782195339999994
36180,-41.245665360000004
36270,-41.43712146000001
36360,-42.381558600000005
36450,-42.1576432
36540,-42.32843916
36630,-42.531569760000004
36720,-41.668421480000006
36810,-41.251545119999996
36900,-40.28970652
36990,-39.3732676
37080,-39.01571627999999
37170,-39.49892204
37260,-38.94364922
37350,-38.60271908
37440,-39.15400629999999
37530,-38.93100516
37620,-39.22913646
37710,-39.44771406
37800,-40.0079902
37890,-39.8661593
37980,-38.51155832
38070,-38.59934062
38160,-39.28564566
38250,-38.2623551
38340,-38.09157762
38430,-38.737153979999995
38520,-37.23127398
38610,-37.64111061999999
38700,-37.51186458
38790,-37.62372182
38880,-37.35139858
38970,-37.326822740000004
39060,-38.09941988
39150,-37.87181168
39240,-37.41671712
39330,-37.44490342
39420,-36.98323518
39510,-36.574641719999995
39600,-36.4418292
39690,-36.41281234
39780,-35.696093780000005
39870,-35.68098450000001
39960,-35.85813396
40050,-35.314352240000005
40140,-35.40090592000001
40230,-36.10013594
40320,-35.655426320000004
40410,-36.1630432
40500,-36.63460121999999
40590,-36.525580899999994
40680,-36.51496631999999
40770,-36.385663859999994
40860,-35.709605620000005
40950,-35.78934350000001
41040,-35.2324325
41130,-35.36533966
41220,-35.288698239999995
41310,-35.38084684
41400,-35.69381452
41490,-36.28774174
41580,-36.591786060000004
41670,-36.865500600000004
41760,-36.50657194
41850,-37.3313405
41940,-37.26505462
42030,-37.091550760000004
42120,-36.91399144
42210,-36.72732388
42300,-36.32410472
42390,-36.37053068
42480,-36.49913306
42570,-36.47982226
42660,-35.80794896
42750,-36.140931099999996
42840,-35.93540162
42930,-35.32086137999999
43020,-35.49330886
43110,-35.773543360000005
43200,-36.1729364
43290,-36.59724361999999
43380,-36.417552300000004
43470,-36.66237794
43560,-35.94335502
43650,-35.61200308
43740,-36.253617919999996
43830,-36.88003859999999
43920,-36.97651728
44010,-36.81163814000001
44100,-37.09034124
44190,-37.09497974
44280,-37.84766594
44370,-38.303411
44460,-37.824577979999994
44550,-37.729400459999994
44640,-38.049551220000005
44730,-37.3831075
44820,-37.11998662
44910,-36.60330018
45000,-37.48926462
45090,-37.4843153
45180,-37.00042968
45270,-36.89562544
45360,-37.26690942
45450,-36.97733382
45540,-37.17960938
45630,-37.0670629
45720,-38.203007899999996
45810,-38.42182384
45900,-38.37089232
45990,-38.16595404
46080,-37.99323546
46170,-38.227689559999995
46260,-38.73694759999999
46350,-38.10891002
46440,-38.64689718
46530,-38.532324440000004
46620,-38.457949920000004
46710,-38.71739102
46800,-38.18951928
46890,-38.491373779999996
46980,-38.42514508
47070,-38.47437492000001
47160,-39.090802520000004
47250,-38.50979759999999
47340,-38.345138719999994
47430,-38.44298618
47520,-38.143928820000006
47610,-38.727011139999995
47700,-37.98664368
47790,-37.66126316
47880,-37.71195918
47970,-38.468297140000004
48060,-38.46815352
48150,-38.337479980000005
48240,-39.08215742
48330,-38.68843184000001
48420,-38.68405542
48510,-39.31204626
48600,-39.3192765
48690,-40.200828560000005
48780,-39.438231540000004
48870,-39.00908362
48960,-39.17150795999999
49050,-39.37974438
49140,-39.64726741999999
49230,-39.39233659999999
49320,-39.21936672
49410,-39.28133332
49500,-37.7061035
49590,-37.53893462
49680,-37.66609154
49770,-37.9822481
49860,-37.42079226
49950,-38.872546320000005
50040,-39.166839579999994
50130,-39.016349639999994
50220,-38.31276396
50310,-38.12304496000001
50400,-38.48881354
50490,-38.09895096
50580,-38.90952774
50670,-38.22946512
50760,-37.95015682
50850,-37.65939357999999
50940,-36.98365964
51030,-37.52239932
51120,-37.939383379999995
51210,-37.795380120000004
51300,-38.10918066000001
51390,-38.36462462000001
51480,-38.38515362
51570,-38.68462416
51660,-38.3056891
51750,-38.97337474
51840,-39.2485523
51930,-40.23247674000001
52020,-40.780779980000005
52110,-39.32453852
52200,-39.306112660000004
52290,-39.14505784000001
52380,-39.42036144
52470,-38.7865129
52560,-39.23169582
52650,-40.038254359999996
52740,-39.617816999999995
52830,-39.836428059999996
52920,-39.87235602
53010,-39.476765
53100,-39.35308796
53190,-38.75566500000001
53280,-38.68084050000001
53370,-38.87830874
53460,-38.93740728
53550,-39.01953678
53640,-38.25020982
53730,-38.814829759999995
53820,-38.90930605999999
53910,-38.68210739999999
54000,-39.19781044
54090,-41.711392020000005
54180,-41.6925223
54270,-42.352982960000006
54360,-42.2301951
54450,-42.03589502
54540,-41.525103
54630,-42.0735947
54720,-41.57250716
54810,-41.453284100000005
54900,-40.963425140000005
54990,-40.86521542000001
55080,-40.101984980000005
55170,-40.16000648
55260,-40.2043298
55350,-40.76534434
55440,-40.47435832
55530,-40.05944026
55620,-40.00737272
55710,-40.03397702
55800,-40.572266559999996
55890,-39.897705339999995
55980,-39.79865124
56070,-39.26808432
56160,-39.88866124
56250,-38.92261252
56340,-38.92631576
56430,-37.787569239999996
56520,-37.22721686
56610,-37.93210876
56700,-39.11992634
56790,-40.4527883
56880,-40.62271418
56970,-40.16829002
57060,-39.73075
57150,-38.95464694
57240,-38.35589038
57330,-38.62595354
57420,-39.009406739999996
57510,-38.95290292000001
57600,-39.314528720000006
57690,-39.13881194
57780,-39.90195824
57870,-40.18969972
57960,-40.303002140000004
58050,-40.110283880000004
58140,-40.19622942
58230,-40.21495806
58320,-40.852385739999995
58410,-41.24889736000001
58500,-42.13704020000001
58590,-39.7331045
58680,-39.66110702
58770,-39.08331630000001
58860,-38.995310460000006
58950,-38.69372116
59040,-39.26370308
59130,-38.99510239999999
59220,-39.46749838
59310,-40.58351918
59400,-41.131849100000004
59490,-41.459472160000004
59580,-41.5158152
59670,-40.97049554
59760,-40.8207033
59850,-40.23167762
59940,-40.43578808
60030,-40.39156652
60120,-40.106306759999995
60210,-40.76675484
60300,-41.25324554
60390,-41.4360111
60480,-41.103124019999996
60570,-41.31824692000001
60660,-40.45610078000001
60750,-40.742748080000005
60840,-40.632915260000004
60930,-41.15254634
61020,-41.099228180000004
61110,-40.299200340000006
61200,-39.978716940000005
61290,-38.751925
61380,-38.462617220000006
61470,-38.38714126000001
61560,-38.39749164
61650,-38.6844066
61740,-38.47957636
61830,-37.66359882
61920,-38.04680242
62010,-37.87064364
62100,-37.03105622
62190,-37.330656100000006
62280,-36.59700916
62370,-36.070345499999995
62460,-35.74581192
62550,-35.90472414
62640,-35.7580509
62730,-35.367360500000004
62820,-35.219675339999995
62910,-34.9382321
63000,-33.55941686
63090,-33.65700392
63180,-33.652722159999996
63270,-33.45286279999999
63360,-33.3316322
63450,-33.20470942000001
63540,-33.288621920000004
63630,-33.35700078
63720,-32.8121614
63810,-31.89162814
63900,-31.53584336
63990,-31.09976994
64080,-30.833181460000002
64170,-30.98695772
64260,-32.20436544
64350,-32.564013280000005
64440,-32.3442435
64530,-32.76828142
64620,-33.538900219999995
64710,-33.33858016
64800,-33.041428780000004
64890,-32.78739066000001
64980,-33.008168420000004
65070,-32.73109598
65160,-32.72825202
65250,-32.75246386
65340,-33.1880878
65430,-33.18803423999999
65520,-34.00705688000001
65610,-34.48668064
65700,-33.29626374
65790,-32.999634400000005
65880,-33.633234800000004
65970,-33.638567959999996
66060,-33.5879235
66150,-33.698945980000005
66240,-33.611649699999994
66330,-33.65735195999999
66420,-32.793524979999994
66510,-33.15359086
66600,-33.4610328
66690,-33.012691319999995
66780,-33.39132426
66870,-33.34856618
66960,-33.49582346
67050,-33.240099879999995
67140,-33.282598039999996
67230,-33.41643696
67320,-33.41904588
67410,-33.246803959999994
67500,-33.283309759999995
67590,-33.16672722
67680,-33.513145
67770,-34.33600346
67860,-34.70942313999999
67950,-34.18358086
68040,-33.72289373999999
68130,-33.87793546
68220,-33.82083694
68310,-33.87510398
68400,-33.745665519999996
68490,-33.84741822
68580,-34.15438014000001
68670,-34.32999282000001
68760,-33.530037899999996
68850,-33.770970059999996
68940,-33.950632580000004
69030,-33.877188
69120,-33.10069428
69210,-33.222935220000004
69300,-32.343546280000005
69390,-32.9305533
69480,-32.7426193
69570,-33.202378159999995
69660,-33.50306945999999
69750,-34.258607
69840,-34.3350819
69930,-33.75046626
70020,-32.96556334
70110,-32.65797594
70200,-33.83022676
70290,-34.28181298
70380,-33.3296693
70470,-34.07316332
70560,-34.15960686
70650,-33.788892479999994
70740,-34.17170724
70830,-34.72157486
70920,-35.3936827
71010,-36.507273260000005
71100,-37.03445338000001
71190,-37.7879214
71280,-37.78968578
71370,-38.499931520000004
71460,-38.394393840000006
71550,-38.61915416
71640,-39.1032005
71730,-39.398256720000006
71820,-39.94063202
71910,-40.20408142
72000,-40.13239788
72090,-40.787054579999996
72180,-40.76737794
72270,-39.790132
72360,-39.66075114
72450,-39.693695559999995
72540,-39.64751527999999
72630,-39.382551879999994
72720,-39.76606136
72810,-40.00564662
72900,-39.89618922
72990,-40.12581654
73080,-39.9583084
73170,-39.639467579999994
73260,-39.1089196
73350,-39.03423524
73440,-39.00174488
73530,-38.67132008
73620,-39.093472059999996
73710,-38.934826259999994
73800,-39.2158328
73890,-38.51110254
73980,-38.63467992
74070,-38.2582272
74160,-38.35320034
74250,-37.715085959999996
74340,-37.315768860000006
74430,-37.44705322
74520,-37.6323078
74610,-37.8277807
74700,-37.258534319999995
74790,-36.79925398
74880,-36.8325357
74970,-36.42071282
75060,-36.65261724
75150,-36.47877808
75240,-36.15618848
75330,-35.6899388
75420,-35.240938639999996
75510,-33.84091745999999
75600,-33.51541104
75690,-32.75397158
75780,-32.2135102
75870,-31.73172888
75960,-31.48509056
76050,-31.62994228
76140,-31.47604348
76230,-31.37364708
76320,-30.9611832
76410,-30.792322719999998
76500,-30.59225028
76590,-29.87596558
76680,-29.60147864
76770,-29.86173874
76860,-29.796448520000002
76950,-29.978218520000002
77040,-30.23681318
77130,-30.259735759999998
77220,-29.82328856
77310,-29.563170359999997
77400,-30.35181158
77490,-30.104751259999997
77580,-30.37486624
77670,-30.112380620000003
77760,-29.959053120000004
77850,-29.779895100000005
77940,-29.84798908
78030,-30.936582740000002
78120,-30.622595880000002
78210,-30.081792380000003
78300,-29.912138799999997
78390,-30.53451998
78480,-31.042993180000007
78570,-31.611119800000004
78660,-32.140267820000005
78750,-31.9704311
78840,-32.39403682
78930,-32.66585972
79020,-32.55553914
79110,-32.81688582
79200,-32.847137759999995
79290,-32.967634499999996
79380,-33.02083174
79470,-33.02691568
79560,-32.87931194
79650,-33.01014874
79740,-33.213425799999996
79830,-33.35163093999999
79920,-34.29017164
80010,-34.81116920000001
80100,-34.664350440000014
80190,-34.78153720000001
80280,-35.02852212
80370,-34.92285265999999
80460,-34.72986706
80550,-34.88567116000001
80640,-35.09809722
80730,-35.43855226
80820,-35.339145740000006
80910,-36.08356808000001
81000,-36.55244248
81090,-37.38847602
81180,-37.130313879999996
81270,-37.15027372
81360,-37.12334508
81450,-36.90561855999999
81540,-37.044058979999996
81630,-36.76959438
81720,-36.90066784
81810,-37.01212528000001
81900,-36.14429166
81990,-36.16300783999999
82080,-36.65877922
82170,-36.81942586
82260,-37.25573854
82350,-37.50503366
82440,-37.32040214
82530,-36.40893625999999
82620,-36.64191671999999
82710,-36.814179519999996
82800,-37.08924512
82890,-36.98250932
82980,-36.28112168
83070,-36.11955086
83160,-36.02425516
83250,-35.71612664
83340,-35.55261176
83430,-35.496382919999995
83520,-35.70694001999999
83610,-35.71658618
83700,-35.080920860000006
83790,-35.18819514
83880,-35.07453858
83970,-35.00435902
84060,-34.92245124
84150,-34.86558808
84240,-35.181883320000004
84330,-36.37498133999999
84420,-35.273349759999995
84510,-34.86417118
84600,-34.7485379
84690,-35.30117462
84780,-35.14499426
84870,-35.226355
84960,-35.486802319999995
85050,-35.1505662
85140,-34.61885966
85230,-33.79030466
85320,-34.2546364
85410,-33.869783600000005
85500,-33.92710506
85590,-33.108373
85680,-33.755974040000005
85770,-33.872482940000005
85860,-33.927266700000004
85950,-34.06548386
86040,-34.56026406
86130,-34.57413036
86220,-35.16392478
86310,-34.92565988
86400,-34.892724519999994
86490,-35.017501980000006
86580,-34.30693018
86670,-34.504095379999995
86760,-34.32723534
86850,-33.8502464
86940,-34.05257772
87030,-33.98092265999999
87120,-33.92009698
87210,-33.82082622
87300,-33.619111079999996
87390,-33.66402816
87480,-33.74131254
87570,-33.58783744
87660,-34.11916002
87750,-34.315475000000006
87840,-34.13309136
87930,-34.080978380000005
88020,-34.21180462
88110,-33.91346706
88200,-34.431683480000004
88290,-34.59705216
88380,-35.1806239
88470,-35.29993462000001
88560,-35.07616672
88650,-35.34937074
88740,-34.58435764
88830,-33.441792680000006
88920,-33.23623234000001
89010,-33.41097672
89100,-33.25853862
89190,-32.70201568
89280,-32.946986020000004
89370,-32.98728358
89460,-32.83698592
89550,-32.83682638
89640,-32.98151934
89730,-33.5743872
89820,-32.7155946
89910,-32.41918184000001
90000,-32.101859340000004
90090,-32.04851388
90180,-31.72417098
90270,-31.340778
90360,-31.26962794
90450,-31.37895898
90540,-30.804796
90630,-31.515241600000003
90720,-31.171720300000004
90810,-31.14577116
90900,-31.316202119999996
90990,-31.449947459999997
91080,-31.288349479999997
91170,-31.136630419999996
91260,-32.90383764
91350,-32.964718
91440,-32.84713128
91530,-32.60699282
91620,-32.47553688000001
91710,-32.676522459999994
91800,-32.5740707
91890,-32.23860956
91980,-32.64049548
92070,-32.3052316
92160,-31.00951044
92250,-30.897701659999996
92340,-30.92470496
92430,-31.1807069
92520,-31.04390374
92610,-30.93164208
92700,-30.645249320000005
92790,-30.6544464
92880,-30.62826686
92970,-30.498048020000002
93060,-30.83827716
93150,-30.731796759999998
93240,-31.087181179999998
93330,-31.24163774
93420,-31.198737020000003
93510,-31.064169120000003
93600,-31.19767968
93690,-31.19230326
93780,-30.7756669
93870,-30.78159824
93960,-30.782661700000002
94050,-30.701210779999997
94140,-30.458245019999996
94230,-30.437355319999998
94320,-30.68976186
94410,-30.51116474
94500,-30.797834060000003
94590,-30.857070800000006
94680,-30.501934480000003
94770,-30.857235420000002
94860,-30.87703892
94950,-30.645350640000004
95040,-30.756591720000003
95130,-30.658359420000004
95220,-30.298773219999998
95310,-30.31385698
95400,-30.650848520000004
95490,-30.650147720000007
95580,-30.548007200000004
95670,-30.45559632
95760,-29.832276180000004
95850,-29.732219220000005
95940,-29.495020420000003
96030,-29.896771660000002
96120,-29.63200074
96210,-29.3149558
96300,-29.435319340000003
96390,-29.6749731
96480,-29.73662666
96570,-29.835674
96660,-29.85685912
96750,-30.08549828
96840,-30.214714699999995
96930,-30.11923262
