Number of Episodes,Rewards
750,-126.56669692
765,-129.21596278
780,-125.08783528000002
795,-124.51052750000001
810,-125.91847056
825,-123.75519716000001
840,-125.42805186000002
855,-122.00183324000001
870,-117.59921116000001
885,-119.00481928000002
900,-122.67039464000001
915,-126.9658916
930,-124.68023946
945,-124.67484250000001
960,-125.5174224
975,-123.15032557999999
990,-123.43262466
1005,-121.8302785
1020,-124.63152394
1035,-126.08636942000001
1050,-126.63855474
1065,-128.01778546
1080,-129.97861228
1095,-127.22728479999999
1110,-125.03440314000001
1125,-125.15066506
1140,-126.04721849999999
1155,-125.70214591999999
1170,-122.59372918
1185,-123.11171447999999
1200,-123.03531659999999
1215,-117.57298508
1230,-120.53664952
1245,-122.0202606
1260,-122.11456484000001
1275,-122.37375340000003
1290,-122.6562194
1305,-119.59026052
1320,-117.2167262
1335,-116.25746848
1350,-113.58111844
1365,-117.6637023
1380,-116.63915143999998
1395,-116.40524934
1410,-116.94364344
1425,-117.23061068
1440,-120.32209313999999
1455,-121.49542366
1470,-119.84160320000001
1485,-119.57580298
1500,-116.29176932000001
1515,-112.68041618
1530,-114.71437542000001
1545,-117.86891302000001
1560,-124.05884424
1575,-124.81265048
1590,-122.94159479999999
1605,-124.504311
1620,-130.97495641999998
1635,-135.79182426
1650,-131.84097854
1665,-131.87201048
1680,-132.5196577
1695,-133.99872456000003
1710,-132.22980374
1725,-131.74533666
1740,-132.39966482000003
1755,-129.89963238
1770,-128.55303193999998
1785,-133.4546766
1800,-132.45033506000001
1815,-130.16377548
1830,-128.81754924
1845,-129.66500178
1860,-130.49460730000004
1875,-130.26493574000003
1890,-130.63802374
1905,-129.95914994
1920,-131.41704718
1935,-131.53267369999998
1950,-131.22150453999998
1965,-129.55556424
1980,-127.83134124
1995,-126.77104724
2010,-126.66279839999999
2025,-126.94987114
2040,-124.77231116
2055,-131.10414108
2070,-130.31381544
2085,-130.51581090000002
2100,-130.28091988
2115,-133.69989202
2130,-132.95511562000002
2145,-132.95338436
2160,-133.81907568
2175,-133.17824062000003
2190,-131.59504638
2205,-133.84707166
2220,-138.02972492
2235,-140.22392778
2250,-143.69517304000001
2265,-143.76418766
2280,-144.60219942
2295,-141.25528228000002
2310,-133.60174158
2325,-133.49342546
2340,-133.75132638
2355,-131.74746746
2370,-126.47834787999999
2385,-120.18885824
2400,-120.49158496
2415,-117.25703426
2430,-116.43724710000001
2445,-114.729258
2460,-114.83373759999999
2475,-113.81521418
2490,-113.05583963999999
2505,-113.26853451999999
2520,-110.63929052
2535,-105.54712066000002
2550,-109.19095518
2565,-109.42186622
2580,-109.01876862000002
2595,-107.42769894000001
2610,-108.4397436
2625,-108.95607356000001
2640,-108.02486420000001
2655,-107.61729932
2670,-105.31314676
2685,-105.69143811999999
2700,-107.89345698
2715,-107.77413960000001
2730,-106.83285556
2745,-105.71377055999999
2760,-104.96444473999999
2775,-104.17729038
2790,-103.28110084000002
2805,-100.22764227999998
2820,-99.80505202
2835,-100.37642134
2850,-105.32400228
2865,-98.9993905
2880,-99.35062285999999
2895,-100.37861304
2910,-99.59014744000001
2925,-102.53110032000001
2940,-104.03641298
2955,-99.98404957999999
2970,-94.61461863999999
2985,-92.40527462
3000,-89.12584602000001
3015,-91.87006186
3030,-90.57547184
3045,-94.68813476000001
3060,-94.0749577
3075,-95.74347858
3090,-95.69348946
3105,-95.9364481
3120,-95.76749198
3135,-95.03637275999999
3150,-94.77382243999999
3165,-93.48624209999998
3180,-91.80005281999999
3195,-91.81806218
3210,-92.32472976
3225,-93.39281918000002
3240,-92.68837736000002
3255,-94.68672104000001
3270,-95.81093096000001
3285,-94.43129202000001
3300,-89.75127358
3315,-89.43457881999998
3330,-89.84700335999999
3345,-92.26794192000001
3360,-91.6532543
3375,-91.24807432000001
3390,-91.71973082000001
3405,-91.3550092
3420,-94.16276222
3435,-92.83548122
3450,-89.6682734
3465,-89.31783500000002
3480,-90.26123814000002
3495,-91.18671226000001
3510,-94.27706807999999
3525,-95.18559638
3540,-98.10650972
3555,-96.52522752
3570,-97.87148128
3585,-97.16939581999999
3600,-93.65621338
3615,-93.1346704
3630,-92.81904598
3645,-93.64940068
3660,-94.06420974000001
3675,-93.27102781999999
3690,-90.20656505999999
3705,-92.14602819999999
3720,-92.21490585999999
3735,-92.58103072
3750,-92.27816793999999
3765,-90.30551415999999
3780,-95.22620373999999
3795,-93.12531804000001
3810,-93.89000192
3825,-91.60305384
3840,-91.09269334
3855,-91.85987468
3870,-89.1448358
3885,-91.66381316
3900,-93.13784206000001
3915,-93.98267698000001
3930,-94.64871336
3945,-95.52615716000003
3960,-96.08958748
3975,-95.42647416
3990,-95.39073902
4005,-96.29822892
4020,-96.95000908
4035,-101.15427532
4050,-103.0954673
4065,-103.78289464000001
4080,-103.19893930000002
4095,-102.15203834000002
4110,-101.06708778000001
4125,-101.29620718000001
4140,-100.87505642
4155,-101.20562408000002
4170,-99.41437688000002
4185,-99.40528756
4200,-101.53041368
4215,-100.63361036
4230,-98.37356308000001
4245,-98.24296514000001
4260,-96.39054391999998
4275,-97.31563734
4290,-94.48594698000001
4305,-92.53233652
4320,-92.68186778
4335,-94.18039198000001
4350,-96.14622876000001
4365,-97.63268832
4380,-97.40473325999999
4395,-95.6912315
4410,-97.83075148000002
4425,-97.00744332000001
4440,-98.09147078
4455,-95.77982915999999
4470,-97.74028410000001
4485,-97.03031160000002
4500,-98.75062815999999
4515,-97.33797055999999
4530,-90.82566742
4545,-89.08132548
4560,-91.04017583999999
4575,-92.63797917999999
4590,-93.23155876
4605,-95.15210908
4620,-96.84724706
4635,-95.14805098
4650,-97.54145794
4665,-97.66079986
4680,-97.52315508000001
4695,-95.87490903999999
4710,-95.80309555999999
4725,-96.27661892
4740,-96.55735118
4755,-94.38817104
4770,-94.98100756
4785,-91.88794882
4800,-90.40034284000001
4815,-90.5702833
4830,-92.02629825999999
4845,-91.25617209999999
4860,-92.90053582
4875,-92.67353414000002
4890,-92.90972334000001
4905,-92.23351751999999
4920,-91.17333445999999
4935,-92.35537538
4950,-92.08542226000002
4965,-92.79659498
4980,-93.32382358
4995,-92.3508206
5010,-92.01821056
5025,-89.75075664000002
5040,-89.68042988
5055,-90.14084320000002
5070,-91.20930324000001
5085,-90.27759560000001
5100,-91.65121170000002
5115,-89.67611636000002
5130,-92.00066740000001
5145,-91.98087952
5160,-89.441651
5175,-89.25519284
5190,-87.55744822
5205,-86.99699362000001
5220,-85.87348346
5235,-86.47426382
5250,-85.08639558000002
5265,-84.79741726000002
5280,-86.91000322
5295,-87.47186734000002
5310,-86.8820155
5325,-85.1005253
5340,-87.63839928
5355,-86.2717049
5370,-85.53632518000002
5385,-85.54803224000001
5400,-84.42201906
5415,-83.90171731999999
5430,-84.21105693999998
5445,-85.98442838
5460,-83.98870702
5475,-84.49409263999999
5490,-84.74673381999999
5505,-84.0270792
5520,-81.56941524000001
5535,-81.6074827
5550,-82.09378448
5565,-83.21130235999999
5580,-82.42909533999999
5595,-82.10256858
5610,-81.53896268000001
5625,-83.73770718
5640,-83.63602202
5655,-84.10356586
5670,-84.54760026
5685,-84.1668765
5700,-82.852951
5715,-81.6807417
5730,-82.47113204
5745,-83.08588354
5760,-89.44642664000001
5775,-90.61246948
5790,-99.8254343
5805,-99.6809655
5820,-104.24481878
5835,-103.44571291999999
5850,-99.05205774
5865,-98.11254064
5880,-99.51887090000001
5895,-102.65174310000002
