Number of Episodes,Rewards
750,-116.72689719999998
765,-120.8745279
780,-127.56272754000003
795,-125.69633902000001
810,-133.42838216
825,-141.86299904
840,-145.19875954
855,-145.63628506
870,-142.00438925999998
885,-142.60481292
900,-143.51410572
915,-145.64156384
930,-144.62868300000002
945,-144.275891
960,-142.56331829999996
975,-141.96265244
990,-142.01348398000002
1005,-142.348566
1020,-147.51647961999998
1035,-146.10699739999998
1050,-148.06386616
1065,-148.36559424
1080,-148.2279541
1095,-150.53686872
1110,-155.8518172
1125,-156.73897056
1140,-157.43878604
1155,-156.28099182
1170,-155.72644434
1185,-156.73003136
1200,-155.03026
1215,-156.61815464000003
1230,-152.71285324000002
1245,-151.91590004
1260,-147.12351965999997
1275,-148.84459504
1290,-147.8946899
1305,-149.24050576
1320,-148.47304214000002
1335,-147.91574115999998
1350,-150.13130458
1365,-151.15635251999998
1380,-150.09607494
1395,-149.82766894
1410,-152.20281346000002
1425,-152.87902458000002
1440,-153.95269276000002
1455,-147.47548482000002
1470,-150.00945554
1485,-147.11854258
1500,-149.30480246
1515,-145.48919726
1530,-140.59641542000003
1545,-142.71062094
1560,-135.2085069
1575,-126.68849546
1590,-124.22866366000001
1605,-124.51617538
1620,-124.81852443999999
1635,-125.19414588
1650,-125.88203639999999
1665,-126.70354741999999
1680,-126.480453
1695,-124.97981446
1710,-122.91467934
1725,-123.4679113
1740,-122.25071466
1755,-127.49068042
1770,-136.88785306
1785,-137.01994328
1800,-135.22218608
1815,-133.86955152
1830,-134.70127516000002
1845,-134.68470246
1860,-125.1580128
1875,-125.90837422000001
1890,-128.15552132000002
1905,-128.34999478
1920,-128.50006592
1935,-129.83127670000002
1950,-130.12182140000002
1965,-127.39495582
1980,-130.57792546000002
1995,-133.50952994000002
2010,-133.70581438000002
2025,-131.97136464000002
2040,-133.11994538000002
2055,-130.73138319999998
2070,-129.74206438000002
2085,-131.69939518
2100,-129.15998394
2115,-126.86140354
2130,-126.35396496
2145,-128.10860648
2160,-126.45052906000002
2175,-126.89616286000003
2190,-123.75094674000002
2205,-125.90858284000001
2220,-123.33301994000001
2235,-124.39377778000001
2250,-122.35510434000001
2265,-120.44526162000001
2280,-118.66771566
2295,-116.35881867999998
2310,-117.19971543999999
2325,-117.96244492
2340,-117.10871172
2355,-116.53411302
2370,-117.1562629
2385,-120.66894632000002
2400,-120.6285756
2415,-118.6221222
2430,-119.5592704
2445,-122.8514402
2460,-122.43664686000001
2475,-123.23581022
2490,-123.10314162
2505,-117.35383088000002
2520,-103.35967168
2535,-108.49801665999999
2550,-108.6428151
2565,-110.18433962000002
2580,-108.67079328000001
2595,-106.51425366000001
2610,-111.62131066
2625,-110.07059446000001
2640,-107.50440268
2655,-109.42935632
2670,-110.63519948000001
2685,-106.47090152
2700,-109.6249134
2715,-107.2266037
2730,-104.23460204
2745,-101.93088382
2760,-100.02288282
2775,-100.39808277999998
2790,-104.49833188000001
2805,-107.82731942000001
2820,-109.13152836000002
2835,-106.92807346000001
2850,-107.26800309999999
2865,-109.55049355999999
2880,-110.06654882
2895,-110.95887269999999
2910,-113.83427274
2925,-113.34242478000002
2940,-112.70384792000002
2955,-112.1917131
2970,-112.59119756000001
2985,-114.06907704000001
3000,-117.61832190000001
3015,-117.88823198
3030,-119.39789612000001
3045,-118.91799860000002
3060,-117.3676753
3075,-117.22810884
3090,-117.97121764
3105,-118.7342261
3120,-118.38535724
3135,-116.22153472000001
3150,-116.79409008000002
3165,-116.83238088
3180,-116.4520815
3195,-113.60414411999999
3210,-113.46089688
3225,-112.04110674000002
3240,-113.78504796
3255,-113.78713856000002
3270,-115.81247564
3285,-109.66534515999999
3300,-110.64033078000001
3315,-109.98159144000002
3330,-110.39225502000001
3345,-111.0649183
3360,-110.70445632
3375,-115.14181992
3390,-117.08156076
3405,-117.1277965
3420,-116.39124642000002
3435,-117.92169690000001
3450,-119.98522136000001
3465,-125.76806592000001
3480,-130.38068462
3495,-132.78566044000002
3510,-134.86295024
3525,-133.19152992000002
3540,-128.65377524000002
3555,-126.99745192
3570,-125.34843526
3585,-127.44152340000001
3600,-128.14114046
3615,-133.62736908000002
3630,-143.68676654
3645,-142.01847923999998
3660,-139.07099119999998
3675,-142.58462304
3690,-141.26439953999997
3705,-139.35311252
3720,-139.15967796
3735,-137.03873406
3750,-134.2994159
3765,-135.03169931999997
3780,-146.06970359999997
3795,-146.35937577999997
3810,-147.09330576
3825,-145.96535128
3840,-146.67023597999997
3855,-148.21444513999995
3870,-146.89046814
3885,-144.24265238
3900,-142.83081338
3915,-142.00063848
3930,-142.54259720000002
3945,-141.84853990000002
3960,-142.3143212
3975,-144.48502456000003
3990,-146.97035090000003
4005,-147.5023371
4020,-146.81614589999998
4035,-146.7384804
4050,-149.62285196000002
4065,-149.21666810000005
4080,-149.67845214000002
4095,-149.16099738000003
4110,-144.40510360000002
4125,-140.59694438000002
4140,-138.05261182
4155,-137.2075883
4170,-138.85705296
4185,-138.76711582
4200,-132.31939545999998
4215,-127.42183814
4230,-123.84807620000001
4245,-119.29370394
4260,-118.63288886000001
4275,-119.08385168
4290,-119.42673570000001
4305,-117.38863274000002
4320,-117.06581268000002
4335,-115.02276218
4350,-117.2400141
4365,-110.78598116
