Number of Episodes,Rewards
750,-141.42040246000002
765,-144.16411284000003
780,-144.08578234
795,-142.74025052
810,-146.28490778000003
825,-146.17173256
840,-146.70179044000002
855,-144.5161094
870,-134.17318170000001
885,-134.72562349999998
900,-134.69979696
915,-138.42307047999998
930,-134.68535138000001
945,-134.25395856
960,-138.93527552
975,-134.49076012
990,-136.02527392
1005,-139.30333406
1020,-143.8457011
1035,-146.2732917
1050,-149.00252817999998
1065,-147.8625088
1080,-149.42960362000002
1095,-147.0354989
1110,-145.70773666000002
1125,-141.2049097
1140,-147.71268166
1155,-145.60812036
1170,-143.17335703999998
1185,-143.78031732
1200,-142.87828956
1215,-137.18828512000002
1230,-139.41880784000003
1245,-140.855105
1260,-140.41621576
1275,-142.3526415
1290,-143.90971896000002
1305,-142.32687582
1320,-143.75049728
1335,-140.46038684
1350,-136.89789158000002
1365,-140.12207106
1380,-141.69494418
1395,-145.56449686
1410,-147.82534524
1425,-150.43471187999998
1440,-152.66770943999998
1455,-156.55853838
1470,-157.33597753999996
1485,-157.63065914
1500,-155.05230354
1515,-151.88996426000003
1530,-153.08940886
1545,-152.55956511999997
1560,-151.81559229999996
1575,-151.13817210000002
1590,-152.16418602000002
1605,-150.74025994000002
1620,-149.95528368
1635,-149.59573102
1650,-149.55066898
1665,-152.82568324000002
1680,-155.95726116
1695,-154.94832959999997
1710,-149.5538727
1725,-149.54946286
1740,-147.78630318
1755,-145.78522788
1770,-141.62162834
1785,-141.44232741999997
1800,-142.90321894000002
1815,-144.34905656
1830,-143.24600474
1845,-143.17336952000002
1860,-142.85022536000002
1875,-142.82120484
1890,-141.40276630000002
1905,-141.1087098
1920,-141.76678232
1935,-141.44400286
1950,-145.35184736
1965,-145.20607666
1980,-144.2633833
1995,-141.42344186
2010,-141.60065554
2025,-143.16649718000002
2040,-142.61136860000002
2055,-146.71849452000004
2070,-145.67299852000002
2085,-146.39824872
2100,-146.10779222
2115,-145.31992194
2130,-146.60751418
2145,-144.86189930000003
2160,-146.13750782
2175,-144.91277306
2190,-144.58809888
2205,-141.79665251999998
2220,-150.2498179
2235,-152.48963211999998
2250,-154.07389908000002
2265,-155.27079972000004
2280,-152.94695596
2295,-151.88330851999999
2310,-149.26593532
2325,-149.34029742000004
2340,-146.87548490000003
2355,-146.65305886
2370,-147.30402548
2385,-143.5884777
2400,-143.64714507999997
2415,-136.98443287999996
2430,-133.87453322
2445,-133.80164886
2460,-135.01071498000002
2475,-135.7482142
2490,-136.46487361999996
2505,-135.36387532
2520,-136.69560258
2535,-135.87474234
2550,-132.07517620000002
2565,-127.94984772
2580,-127.93270292
2595,-127.31023544
2610,-127.49591892000001
2625,-127.80670358
2640,-123.43375504
2655,-122.57603896
2670,-124.06973894000001
2685,-125.63227478000002
2700,-122.68015186000002
2715,-123.35403728000001
2730,-122.60330358
2745,-123.92105746
2760,-123.69101472000001
2775,-120.44120120000002
2790,-120.72074314000001
2805,-117.62214232
2820,-116.34053796
2835,-114.63203904000002
2850,-116.64288174
2865,-114.60936636
2880,-113.59519207999999
2895,-109.14392696
2910,-106.67875682
2925,-106.16991990000001
2940,-104.33077676000002
2955,-102.24866370000001
2970,-95.02012823999999
2985,-93.55941836
3000,-91.5629681
3015,-90.53043188000001
3030,-94.37456793999999
3045,-95.11871726
3060,-94.92280256
3075,-95.987937
3090,-97.0578972
3105,-98.5576278
3120,-102.10972248
3135,-102.3598832
3150,-103.86740042000001
3165,-104.1326774
3180,-105.25499412000002
3195,-107.04329276000001
3210,-109.8412785
3225,-109.08901522000001
3240,-110.45239014000002
3255,-113.27641532000001
3270,-113.25437552000001
3285,-115.30574636
3300,-114.17132048
3315,-119.47157352
3330,-119.76681387999999
3345,-120.6921245
3360,-122.15666088000003
3375,-120.90323080000002
3390,-120.7817419
3405,-120.36880678
3420,-121.61819616000001
3435,-119.91669992
3450,-121.21311523999998
3465,-121.45827646
3480,-121.33637142
3495,-122.42537014000001
3510,-126.45031658000002
3525,-134.2225812
3540,-133.7480086
3555,-133.75855136
3570,-134.03058356
3585,-134.58482977999998
3600,-132.57292612
3615,-131.57459418
3630,-128.9311983
3645,-131.73121009999997
3660,-131.42730478
3675,-132.43557354
3690,-135.46164960000002
3705,-136.69422178
3720,-134.34246426
3735,-133.33935256
3750,-133.53430242
3765,-134.07038042
3780,-136.5796769
3795,-135.94341154
3810,-137.67144217999999
3825,-136.9520568
3840,-136.02453484
3855,-137.18211598
3870,-133.58556522
3885,-133.97003346
3900,-131.46490382
3915,-131.60055229999998
3930,-131.7625979
3945,-131.52095894
3960,-126.85191412000002
3975,-128.54982302000002
3990,-128.36001366
4005,-127.89072104
4020,-126.54921046000001
4035,-124.80420178000001
4050,-126.72932308000001
4065,-122.55771875999999
4080,-122.44456983999999
4095,-121.58670047999999
4110,-120.65487928
4125,-119.8045584
4140,-118.98395348000001
4155,-120.76082354000002
4170,-117.09253844
4185,-117.17250056
4200,-114.09046301999999
4215,-112.97699278
4230,-112.28057094
4245,-112.77194602
4260,-109.49598332
4275,-103.90075674
4290,-103.29517548000001
4305,-101.92653723999999
4320,-102.4532883
4335,-101.80876529999999
4350,-102.59270198
4365,-103.15411018
4380,-102.70198979999999
4395,-100.05694365999999
4410,-101.18166251999999
4425,-99.95505823999999
4440,-96.94216998
4455,-96.85914962
4470,-98.57474304
4485,-98.14087182
4500,-99.39241133999998
4515,-97.39884307999998
4530,-91.69702527999999
4545,-91.82984363999999
4560,-91.4149969
4575,-92.42486681999999
4590,-92.28710774
4605,-94.10407716
4620,-95.43624554
4635,-95.05133052
4650,-100.75582103999999
4665,-101.0286625
4680,-98.67656058
4695,-97.16230370000001
4710,-100.33668184
4725,-99.38673379999999
4740,-99.5030352
4755,-98.53880138
4770,-97.95767526
4785,-99.05553122
4800,-96.86032630000001
4815,-96.95178916000002
4830,-99.11552672
4845,-98.82215166
4860,-97.64997508
4875,-99.05478575999999
4890,-102.56413696
4905,-101.06058896
4920,-101.2551693
4935,-105.91392979999999
4950,-107.70941964
4965,-107.81307704
4980,-107.89953102
4995,-106.49558148
5010,-106.21495134
5025,-103.66681353999999
5040,-105.55018079999999
5055,-107.08973448
5070,-110.90940348000001
5085,-111.12851853999999
5100,-117.22903912000001
5115,-119.46663224
5130,-119.78975036
5145,-119.60496266
5160,-117.4273892
5175,-117.78223796
5190,-115.65360094000002
5205,-115.79954470000001
5220,-114.64072268000002
5235,-117.14383872000002
5250,-115.97314718000001
5265,-116.71604886
5280,-119.50279862
5295,-120.90987553999999
5310,-122.52084441999999
5325,-121.83527851999999
5340,-125.745841
5355,-121.73193992000002
5370,-118.8908116
5385,-120.9764672
5400,-129.75571124
5415,-128.28413332
5430,-128.48858962000003
5445,-128.55374764
5460,-126.73116798000001
5475,-125.54222006
5490,-124.12645008000001
5505,-123.08028128000001
5520,-124.49959051999998
5535,-122.11789531999999
5550,-122.69863002000001
5565,-122.60565400000002
5580,-119.47617162
5595,-119.89987778
5610,-120.14176338
5625,-120.41435708
5640,-118.09126102
5655,-118.55518786
5670,-120.0873054
5685,-114.47171108
5700,-113.2981507
5715,-114.61796196
5730,-115.99748662
5745,-114.89156004
5760,-116.55920196000001
5775,-117.8175526
5790,-120.07023204
5805,-117.85379345999999
5820,-118.29494410000001
5835,-117.99761056000001
5850,-109.73444286000002
5865,-107.79820228000001
5880,-112.37503262000001
5895,-112.17618834000002
5910,-111.72373986000001
5925,-112.56998798000002
5940,-112.92316738000002
5955,-115.11120700000001
5970,-116.79555856
5985,-114.33073634000002
6000,-115.01208288000001
6015,-114.94064500000002
6030,-113.01295926
6045,-116.17607005999999
6060,-112.67790219999999
6075,-111.80137048
6090,-107.74123978000002
6105,-108.47406112000002
6120,-115.68871378000001
6135,-115.84994230000001
6150,-102.28647296
6165,-103.75159832
6180,-104.7681629
6195,-107.08566932
6210,-105.87087924000001
6225,-105.72942688
6240,-108.4600366
6255,-109.09757311999999
6270,-108.90326212000001
6285,-108.39605155999999
6300,-112.27726739999999
6315,-113.13378529999999
6330,-113.93946439999999
6345,-115.45683434
6360,-115.01555072
6375,-116.0280678
6390,-115.73502352000001
6405,-115.06616006
6420,-114.18254478
6435,-114.5654236
6450,-115.72258146
6465,-115.26246476000001
6480,-112.51943026
6495,-112.69101423999999
6510,-110.53080794
6525,-109.64589510000002
6540,-106.29968000000001
6555,-106.33048208000002
6570,-101.4785774
6585,-100.90061028
6600,-102.77584254000001
6615,-101.90615604000003
6630,-98.3935491
6645,-99.17949114000001
6660,-100.06109902000001
6675,-98.59551078000001
6690,-99.04248548000001
6705,-96.78629500000001
6720,-96.44823516000001
6735,-97.11353212
6750,-97.02822395999999
6765,-97.00991092
6780,-97.76236684
6795,-93.82091088
6810,-94.90445679999999
6825,-95.37819042
6840,-95.15414299999999
6855,-95.03176928
6870,-88.25462316000001
6885,-86.44146717999999
6900,-86.97596329999999
6915,-88.48350808
6930,-88.54236598000001
6945,-86.96140166000002
6960,-91.33741040000001
6975,-92.53469888000001
6990,-89.60711126000001
7005,-88.42804042
7020,-90.28149886
7035,-90.2065685
7050,-86.01758631999999
7065,-84.62981852
7080,-84.05076476
7095,-82.5802858
7110,-82.62269126
7125,-82.16687644000001
7140,-83.04933946000001
7155,-84.70208734
7170,-84.79237806
7185,-84.87511808000001
7200,-83.90163422000002
7215,-87.14171584
7230,-88.14813611999999
7245,-92.53163957999999
7260,-92.81007752
7275,-96.56351156000001
7290,-98.59619958
7305,-100.16345764000002
7320,-100.15548624000002
7335,-103.39669488000001
7350,-102.81429792
7365,-103.52924548
7380,-103.49590262
7395,-104.77904423999999
7410,-103.7539085
7425,-103.71838003999999
7440,-103.11101798
7455,-103.20117004
7470,-102.19696821999999
7485,-102.99842358000001
7500,-102.27126464000001
7515,-104.0223402
7530,-102.34273672
7545,-102.27662472
7560,-102.03064202
7575,-102.15489405999999
7590,-102.00462579999999
7605,-102.29931504000001
7620,-104.16995992000001
7635,-103.7456246
7650,-102.24389165999999
7665,-100.11367232
7680,-103.07739552000001
7695,-104.32183998000002
7710,-100.69102476000002
7725,-103.65915632000002
7740,-105.05648002
7755,-105.32429582
7770,-102.34029710000002
7785,-105.09765942000001
7800,-106.08942114
7815,-106.28108412
7830,-106.98711002
7845,-107.58502896
7860,-108.69133482000001
7875,-109.0410747
7890,-107.84108584
7905,-105.81969968000001
7920,-107.44254114000002
7935,-107.30717796
7950,-106.12987780000002
7965,-101.62882906000002
7980,-102.15163864
7995,-98.29321017999999
8010,-100.56350943999999
8025,-98.33623116
8040,-94.94087618
8055,-93.97720684000001
8070,-94.34318341999999
8085,-92.02867750000001
8100,-91.88458348000002
8115,-92.3666466
8130,-91.60077274
8145,-90.00244776
8160,-90.45266998
8175,-91.2440265
8190,-91.39241602
8205,-90.13082266
8220,-89.91328176000002
8235,-88.19239278000002
8250,-88.51692746
8265,-87.71774136
8280,-87.54788886
8295,-86.84757894
8310,-87.83304382
8325,-88.59518262
8340,-89.51681306
8355,-89.2532272
8370,-88.53143172
8385,-90.17936436000001
8400,-91.21464078000001
8415,-91.75631046000001
8430,-88.65499548000001
8445,-86.67692814
8460,-86.69846745999999
8475,-83.74150358
8490,-81.55746342000002
8505,-82.53083156
8520,-82.88484155999998
8535,-81.64106839999998
8550,-82.1958039
8565,-83.84794560000002
8580,-83.04937244000001
8595,-81.90307120000001
8610,-81.2423643
8625,-79.09230316
8640,-78.95046782
8655,-79.54120775999999
8670,-77.17879034
8685,-77.73199568000001
8700,-79.46293994000001
8715,-80.97898630000002
8730,-80.16064438000001
8745,-81.67325380000001
8760,-79.55109172000002
8775,-77.51583614
8790,-81.1586877
8805,-80.1294318
8820,-80.21032258000001
8835,-83.23978446000001
8850,-83.56811585999999
8865,-82.62575982
8880,-82.41046625999999
8895,-83.29110806
8910,-83.22624558
8925,-86.56861866
8940,-88.34518432
8955,-89.2293625
8970,-89.12310405999999
8985,-91.58698173999998
9000,-91.58172496
9015,-90.83235218000002
9030,-90.19670712
