#{"t_start": 1651712993.8267324, "env_id": null}
r,l,t
-31.43682,15,0.020278
-101.950664,15,0.030393
-83.621624,15,0.048555
-47.083462,15,0.060636
-46.153849,15,0.078756
-82.290514,15,0.090816
-178.224201,15,0.100848
-544.561427,15,0.11091
-99.581584,15,0.129037
-58.503985,15,0.141123
-30.231809,15,0.151228
-136.239347,15,0.169286
-57.644071,15,0.181349
-103.818614,15,0.191438
-333.987578,15,0.199478
-91.850301,15,0.209485
-341.864166,15,0.225109
-92.059876,15,0.240731
-62.213306,15,0.240731
-89.273055,15,0.256352
-61.530938,15,0.271974
-105.023348,15,0.287594
-135.006048,15,0.30322
-216.596388,15,0.311758
-60.23904,15,0.321852
-68.037547,15,0.339984
-376.776677,15,0.352028
-41.268638,15,0.362084
-38.408488,15,0.370121
-187.781425,15,0.382211
-281.831164,15,0.400294
-57.512737,15,0.412364
-73.126388,15,0.42245
-77.069329,15,0.43248
-122.373528,15,0.450558
-126.000273,15,0.462813
-170.341001,15,0.472844
-135.769795,15,0.482907
-156.065688,15,0.492936
-150.254892,15,0.511034
-75.790075,15,0.523215
-168.855481,15,0.533244
-146.24463,15,0.543314
-27.188959,15,0.553366
-58.719423,15,0.57147
-186.075059,15,0.58361
-89.944783,15,0.593647
-48.08364,15,0.60377
-72.361,15,0.62185
-108.820921,15,0.633896
-354.708326,15,0.643951
-11.289971,15,0.65398
-69.347854,15,0.674119
-97.505134,15,0.684189
-91.588192,15,0.694273
-104.583073,15,0.712343
-117.511751,15,0.724487
-103.233237,15,0.732519
-135.975637,15,0.744587
-253.347735,15,0.762644
-107.673361,15,0.774695
-75.561944,15,0.784812
-31.050237,15,0.794843
-252.366323,15,0.814968
-118.266141,15,0.825075
-123.041365,15,0.843132
-90.497021,15,0.855181
-342.259595,15,0.865217
-122.80075,15,0.875247
-216.697738,15,0.893301
-170.164104,15,0.905395
-88.004158,15,0.915484
-64.592688,15,0.925557
-35.585616,15,0.943598
-161.438005,15,0.955663
-253.805252,15,0.965699
-93.149523,15,0.973717
-93.70201,15,0.985834
-88.464859,15,1.003897
-174.119201,15,1.015963
-83.07938,15,1.026061
-226.088087,15,1.036094
-90.058137,15,1.046144
-86.331587,15,1.06642
-124.59281,15,1.074433
-163.496477,15,1.086535
-74.370774,15,1.09455
-96.819728,15,1.114619
-154.628227,15,1.126681
-48.03193,15,1.134695
-74.862037,15,1.154819
-101.663907,15,1.16689
-263.288959,15,1.174905
-136.255157,15,1.186959
-212.366051,15,1.205033
-670.318815,15,1.215088
-68.634728,15,1.227149
-33.042973,15,1.235165
-132.882744,15,1.255224
-57.692018,15,1.267286
-92.853217,15,1.275306
-197.381054,15,1.295376
-39.716705,15,1.307437
-535.021884,15,1.315492
-54.082825,15,1.327597
-80.619546,15,1.345675
-164.455967,15,1.355763
