#{"t_start": 1651710836.7647107, "env_id": null}
r,l,t
-164.080919,90,0.095745
-132.907999,90,0.184507
-69.82794,90,0.275265
-270.337194,90,0.358042
-186.953292,90,0.442142
-205.703141,90,0.525559
-55.673196,90,0.607334
-205.571422,90,0.690124
-116.545447,90,0.772874
-205.366627,90,0.853685
-115.803185,90,0.933716
-182.4061,90,1.013502
-177.79408,90,1.09631
-55.284009,90,1.176068
-126.376648,90,1.256852
-82.357759,90,1.336638
-197.892777,90,1.416425
-149.08784,90,1.497041
-160.44384,90,1.583811
-165.160091,90,1.668584
-80.54176,90,1.752375
-78.312766,90,1.835139
-176.969653,90,2.122369
-140.831287,90,2.215121
-136.293823,90,2.30189
-67.663275,90,2.384671
-107.977583,90,2.464627
-151.695381,90,2.54541
-150.086798,90,2.625197
-135.802961,90,2.704998
-91.36732,90,2.785767
-282.258215,90,2.867548
-275.667082,90,2.952513
-236.729064,90,3.03632
-170.007369,90,3.121061
-122.762702,90,3.205024
-109.103697,90,3.289987
-166.663599,90,3.374116
-359.36285,90,3.455244
-102.469381,90,3.542894
-135.576202,90,3.625671
-106.869225,90,3.710439
-117.094221,90,3.79441
-73.725993,90,3.878333
-108.250149,90,3.966099
-119.681503,90,4.255503
-180.422112,90,4.344266
-85.462352,90,4.437018
-93.767484,90,4.524773
-68.524549,90,4.608771
-227.815116,90,4.692547
-92.480705,90,4.77732
-109.625135,90,4.861096
-296.968519,90,4.9449
-184.749221,90,5.030912
-149.026404,90,5.114867
-75.9101,90,5.198548
-397.73969,90,5.283321
-67.127816,90,5.365645
-133.537006,90,5.447427
-159.897479,90,5.529924
-47.726336,90,5.611706
-54.951969,90,5.694484
-318.722359,90,5.781541
-121.4963,90,5.864321
-119.738967,90,5.94627
-140.827243,90,6.028214
-148.019072,90,6.112987
-120.063081,90,6.395233
-117.89785,90,6.48843
-134.506474,90,6.577205
-71.409261,90,6.659973
-211.764947,90,6.742751
-107.127288,90,6.82477
-130.728661,90,6.90556
-108.224988,90,6.98534
-127.238342,90,7.066155
-115.968312,90,7.1499
-63.50168,90,7.231682
-88.292527,90,7.31446
-83.099725,90,7.396263
-207.007869,90,7.479082
-141.905006,90,7.560863
-211.348316,90,7.642645
-97.17323,90,7.725423
-122.318239,90,7.807204
-136.394641,90,7.889984
-143.826281,90,7.971764
-77.494062,90,8.054566
-142.620868,90,8.138324
-81.818111,90,8.221097
-142.566726,90,8.489447
-110.677324,90,8.578211
-101.627437,90,8.663981
-97.235199,90,8.747758
-56.643132,90,8.831535
-146.391267,90,8.916312
-86.26379,90,9.000083
-78.539228,90,9.082865
-177.011759,90,9.167635
-134.547063,90,9.253025
-234.336606,90,9.336821
-71.90888,90,9.422462
-67.539251,90,9.50993
