#{"t_start": 1651712810.9389904, "env_id": null}
r,l,t
-98.562795,30,0.028124
-121.098574,30,0.058304
-66.249547,30,0.080442
-302.28097,30,0.10858
-56.491906,30,0.128759
-102.551512,30,0.158931
-113.328706,30,0.181118
-427.193316,30,0.209239
-188.156364,30,0.229346
-70.41777,30,0.261542
-117.387071,30,0.28162
-173.177911,30,0.309711
-199.127325,30,0.330479
-368.445277,30,0.35057
-105.748052,30,0.382654
-168.793788,30,0.402704
-44.892646,30,0.430815
-120.390276,30,0.450912
-85.398354,30,0.471036
-172.084141,30,0.503188
-163.811671,30,0.523269
-223.818521,30,0.551354
-153.634224,30,0.571455
-315.03239,30,0.601588
-115.707293,30,0.623671
-140.892531,30,0.643776
-153.35901,30,0.671925
-95.10408,30,0.692057
-180.608859,30,0.722147
-107.623163,30,0.744301
-402.770916,30,0.764403
-76.985291,30,0.792511
-89.088165,30,0.812577
-247.470156,30,0.844732
-83.421299,30,0.86486
-187.145023,30,0.893035
-108.095466,30,0.913178
-81.52609,30,0.943429
-178.012835,30,0.965524
-98.434436,30,0.985577
-93.139775,30,1.013689
-95.305337,30,1.0338
-125.148894,30,1.06389
-121.704248,30,1.085974
-145.35796,30,1.114501
-328.669823,30,1.13461
-144.028398,30,1.154714
-105.426804,30,1.186919
-186.839575,30,1.207002
-80.043447,30,1.227144
-126.343063,30,1.255278
-270.421147,30,1.275367
-98.262376,30,1.305498
-238.182036,30,1.327621
-333.505579,30,1.34769
-165.840806,30,1.375815
-113.452399,30,1.395883
-78.589142,30,1.426048
-67.247236,30,1.448142
-216.937517,30,1.468208
-120.409248,30,1.496309
-74.417604,30,1.516378
-55.211432,30,1.548702
-108.748858,30,1.568802
-82.982471,30,1.596882
-79.786214,30,1.616953
-102.14372,30,1.637039
-184.994444,30,1.669199
-115.427712,30,1.878985
-127.780718,30,1.901175
-129.518919,30,1.921352
-82.998651,30,1.951496
-51.664148,30,1.971588
-235.862977,30,2.001801
-188.415524,30,2.021868
-26.366815,30,2.052129
-30.294631,30,2.072214
-37.612428,30,2.100321
-66.898806,30,2.122445
-50.169644,30,2.142738
-149.965437,30,2.170865
-75.930935,30,2.192975
-112.313882,30,2.213168
-51.90907,30,2.241294
-164.650086,30,2.26344
-38.619315,30,2.283601
-166.067826,30,2.303698
-211.991809,30,2.331872
-50.318049,30,2.354052
-191.188379,30,2.374148
-116.159193,30,2.394219
-48.512931,30,2.422355
-118.69073,30,2.444492
-105.321433,30,2.462591
-84.251781,30,2.484673
-117.56932,30,2.514821
-135.878947,30,2.534904
-152.631082,30,2.55499
-84.167437,30,2.583097
-64.247158,30,2.605277
-220.408402,30,2.625363
-77.004582,30,2.645484
-295.081743,30,2.675676
-121.27943,30,2.695874
-216.139678,30,2.716022
-62.984364,30,2.744319
-112.03519,30,2.766446
-145.034134,30,2.786528
-103.900482,30,2.806684
-119.276689,30,2.834845
-75.430522,30,2.85692
-68.583506,30,2.877008
-135.135551,30,2.89709
-123.582608,30,2.927259
-52.337231,30,2.945398
-53.727532,30,2.967523
-211.990601,30,2.995685
-123.279789,30,3.017848
-124.365609,30,3.037969
-271.85322,30,3.058079
-123.106631,30,3.086216
-116.259076,30,3.108316
-141.102453,30,3.128396
-210.513582,30,3.148485
-101.799084,30,3.176692
-232.232077,30,3.198826
-52.193169,30,3.218911
-86.395025,30,3.239043
-153.017722,30,3.269197
-114.958958,30,3.289353
-67.692255,30,3.309462
-240.550585,30,3.338323
-377.927259,30,3.360535
-212.350125,30,3.380654
-112.053753,30,3.40077
-53.376983,30,3.428937
-67.71201,30,3.616229
-63.724445,30,3.64747
-90.728781,30,3.669621
