Number of Episodes,Rewards
1500,-154.59963962
1530,-155.15524498
1560,-158.14169644
1590,-158.78195302
1620,-157.49997434
1650,-163.0402478
1680,-164.30603368
1710,-164.30850754000002
1740,-157.33642406
1770,-154.9182415
1800,-157.84863644
1830,-157.90907998
1860,-155.93387384
1890,-153.05555598
1920,-147.86162760000002
1950,-147.40631598000002
1980,-145.62616450000002
2010,-146.77118598
2040,-148.06326934
2070,-148.6638565
2100,-147.77778804
2130,-147.09193299999998
2160,-144.27553559999998
2190,-142.23613408
2220,-140.65274582
2250,-142.10691044
2280,-139.81639612
2310,-137.35510853999997
2340,-136.2052755
2370,-133.93107444
2400,-132.78200406
2430,-127.72589448000001
2460,-127.70480736000002
2490,-128.1693217
2520,-124.25809998
2550,-125.88267572
2580,-122.91216155999999
2610,-124.07160875999998
2640,-126.68092313999999
2670,-124.12702742
2700,-125.98210628
2730,-126.44249463999999
2760,-125.50664651999999
2790,-125.37748323999999
2820,-125.04982694
2850,-123.82770336
2880,-119.60569329999998
2910,-119.44270427999999
2940,-120.38678983999999
2970,-118.33334708
3000,-118.0174213
3030,-119.89872808000001
3060,-116.03039678
3090,-119.96678412
3120,-117.62873200000001
3150,-115.28141398
3180,-113.22428513999999
3210,-113.19594096000002
3240,-114.5248408
3270,-115.25790572000001
3300,-113.30468916000001
3330,-112.40511464
3360,-112.28843268000001
3390,-113.88691506
3420,-114.18359006
3450,-113.57068526
3480,-113.04951162
3510,-115.24644924
3540,-114.01215614
3570,-114.19091408
3600,-117.07236412
3630,-116.94411836
3660,-117.60932686000001
3690,-119.39809296
3720,-118.89110506
3750,-117.15877626000001
3780,-121.2760815
3810,-121.71405226
3840,-122.68970420000002
3870,-124.41208252000001
3900,-125.7078688
3930,-124.06240516
3960,-127.35479816
3990,-132.6670657
4020,-135.87588680000002
4050,-134.82396014
4080,-135.1191135
4110,-133.15199718
4140,-130.1866499
4170,-130.99486454
4200,-128.25090748
4230,-127.06118232
4260,-128.38395808
4290,-130.07130382
4320,-130.46170188
4350,-132.22893330000002
4380,-133.39604472000002
4410,-133.11728654
4440,-132.45623042000003
4470,-132.38631121999998
4500,-132.64122872
4530,-130.1551781
4560,-129.97055294
4590,-125.89165572
4620,-124.49834192
4650,-122.28721514
4680,-122.4461974
4710,-122.32104901999999
4740,-120.03109138
4770,-123.02961596000002
4800,-124.17152
4830,-125.7689868
4860,-126.41736026000001
4890,-124.29911804000001
4920,-122.54845891999999
4950,-124.46852215999999
4980,-124.92885302
5010,-122.0406408
5040,-121.61926602
5070,-121.99270414
5100,-118.80171344
5130,-117.79544478
5160,-118.52780666
5190,-117.16113468
5220,-114.80849702
5250,-113.87388281999999
5280,-111.99545296
5310,-112.7025728
5340,-113.11471144
5370,-111.7818483
5400,-111.81416372
5430,-111.46951331999999
5460,-107.76569008
5490,-100.8408754
5520,-97.49342184
5550,-97.19396216
5580,-98.04341596
5610,-97.91658586
5640,-97.65924286
5670,-97.4573881
5700,-97.97440962
5730,-98.58504927999999
5760,-97.66410478
5790,-95.23817810000001
5820,-95.871312
5850,-93.81195388
5880,-91.14472740000001
5910,-92.60959160000002
5940,-91.92371630000001
5970,-93.22974832
6000,-95.75878274
6030,-96.04813256000001
6060,-95.71345914
6090,-94.73071878
6120,-97.77627636000001
6150,-97.55342970000001
6180,-96.9487499
6210,-96.16209933999998
6240,-99.02817861999999
6270,-95.38282174000001
6300,-94.45559046000001
6330,-93.23361438
6360,-92.68609290000002
6390,-94.39072560000001
6420,-95.02583364
6450,-93.46010646000002
6480,-93.33910998
6510,-93.11747502
6540,-93.55525395999999
6570,-91.88725975999999
6600,-90.27864484
6630,-91.86032976000001
6660,-90.47244463999999
6690,-91.33474223999998
6720,-90.12682394
6750,-90.64190018000001
6780,-91.54244272000001
6810,-92.49531884
6840,-91.97796045999999
6870,-92.21150198000001
6900,-93.75641878000002
6930,-97.08849921999999
6960,-96.84529155999998
6990,-97.93690898
7020,-100.00337574000001
7050,-99.24426784
7080,-98.4184809
7110,-98.2529908
7140,-98.32974248000001
7170,-98.46629988
7200,-97.6385872
7230,-97.95319112000001
7260,-100.53863562000001
7290,-103.03473384
7320,-101.98776978000001
7350,-102.97691309999999
7380,-103.94525506
7410,-102.63736054
7440,-101.91997046000002
7470,-99.93493708000001
7500,-98.54231604
7530,-98.76915926
7560,-100.01534034
7590,-100.00507636
7620,-96.7774623
7650,-95.76238292
7680,-97.08030511999999
7710,-99.38851878
7740,-97.37120416000002
7770,-98.55804382000001
7800,-97.16721507999999
7830,-96.40359151999999
7860,-96.16833752
7890,-94.87905484000001
7920,-94.54361468
7950,-94.77167496
7980,-95.02603242
8010,-94.83720378
8040,-95.62728812
8070,-96.41194028000001
8100,-97.27131148000001
8130,-96.4291661
8160,-96.53586362
8190,-96.2177063
8220,-96.3951684
8250,-95.83109668000002
8280,-92.72293954000001
8310,-92.35021008000001
