Number of Episodes,Rewards
750,-120.05743187999998
765,-118.69793836
780,-122.11996573999998
795,-121.38706156
810,-131.03535358
825,-138.22489277999998
840,-138.6291774
855,-140.22348029999998
870,-139.52110522
885,-138.44726046
900,-137.39033583999998
915,-140.11512004
930,-139.07567714
945,-134.62565042
960,-131.4683149
975,-131.05105806
990,-128.71412896
1005,-128.70648187999998
1020,-130.2315269
1035,-131.82478636000002
1050,-134.95307129999998
1065,-137.43114583999997
1080,-137.7105239
1095,-137.51307314
1110,-136.82435121999998
1125,-137.3242362
1140,-137.24732916
1155,-137.29034104
1170,-137.33056502
1185,-135.30244252
1200,-135.53350819999997
1215,-131.9215322
1230,-129.98409364000003
1245,-129.19783018
1260,-128.85263012
1275,-133.72669698
1290,-133.89859126
1305,-135.46892123999996
1320,-137.74624826
1335,-137.52341116000002
1350,-139.47994488000003
1365,-142.5537841
1380,-141.93173802
1395,-141.26595924
1410,-144.1551402
1425,-144.20616228
1440,-158.36871739999998
1455,-154.44596582
1470,-157.25350248
1485,-156.77147616000002
1500,-158.11312864
1515,-157.91093496
1530,-157.64530236
1545,-164.70970691999997
1560,-154.96010137999997
1575,-149.31309886
1590,-148.38559577999996
1605,-147.52964983999996
1620,-149.06623729999998
1635,-150.49305053999998
1650,-150.87476525999998
1665,-149.81530536
1680,-150.48378778000003
1695,-150.93153660000002
1710,-150.74730608000002
1725,-152.30125776000003
1740,-149.5107545
1755,-153.30790002
1770,-151.89847406
1785,-154.33006034000002
1800,-154.7309162
1815,-148.97333173999996
1830,-149.43660045999997
1845,-151.61893777999998
1860,-147.81227074
1875,-146.0436472
1890,-152.54200502000003
1905,-153.53780694000002
1920,-153.21149664
1935,-156.64444967999998
1950,-156.11869926
1965,-153.87567968000002
1980,-155.47678405999997
1995,-163.60702265999998
2010,-162.92476396
2025,-155.77050032000002
2040,-157.68053672
2055,-154.51088306
2070,-152.23320304
2085,-152.31861342
2100,-150.27831356000002
2115,-147.41418769999999
2130,-149.57447942000002
2145,-150.76036972000003
2160,-148.55426320000004
2175,-147.80139748000002
2190,-133.10225190000003
2205,-133.81715198
2220,-131.09407232
2235,-131.46429002
2250,-131.1937805
2265,-128.88673522000002
2280,-125.10883604000001
2295,-117.43754538
2310,-120.47169146
2325,-119.71946246000002
2340,-118.77000610000002
2355,-118.91343904000001
2370,-120.92820024
2385,-123.6566138
2400,-125.1660373
2415,-125.05451946000001
2430,-125.40909
2445,-129.46429858
2460,-129.39885544
2475,-131.12800494
2490,-135.94128662
2505,-133.64165236
2520,-134.43291332
2535,-138.53706254000002
2550,-133.95570726
2565,-135.64169556000002
2580,-134.83773186000002
2595,-133.05893748
2610,-141.87825633999998
2625,-142.37432428
2640,-135.76087031999998
2655,-135.30634626000003
2670,-135.47184024000003
2685,-132.25654076
2700,-136.84995868
2715,-135.61781223999998
2730,-134.4663822
2745,-126.71608364000001
2760,-126.62979084
2775,-128.66376446
2790,-128.81420488
2805,-129.01996240000003
2820,-130.57288066
2835,-130.79588130000002
2850,-131.9998318
2865,-132.2864856
2880,-134.88903366000002
2895,-145.76379434
2910,-147.95110662
2925,-147.34682220000002
2940,-146.08429626
2955,-151.63495466
2970,-151.98417374
2985,-155.57754094
3000,-155.0461132
3015,-155.00083492000002
3030,-155.81722090000002
3045,-155.71029192000003
3060,-154.8405653
3075,-155.3146042
3090,-155.36818724
3105,-162.27384124000002
3120,-158.42886460000003
3135,-157.24229994000004
3150,-156.8409159
3165,-156.20942391999998
3180,-156.44056564
3195,-153.91882471999998
3210,-153.74185192
3225,-150.1148211
3240,-146.08261109999998
3255,-144.53455191999998
3270,-147.50913504
3285,-136.9939652
3300,-137.39875722
