Number of Episodes,Rewards
4500,-198.06453077999996
4590,-195.76637318000002
4680,-192.49376660000001
4770,-191.6164061
4860,-193.23222358
4950,-193.3818483
5040,-192.89647793999998
5130,-192.33529304
5220,-191.86801216
5310,-190.33408632
5400,-189.53496716000004
5490,-185.41385490000002
5580,-182.74237467999998
5670,-181.65148054
5760,-181.37319836
5850,-181.82994499999998
5940,-181.3618711
6030,-181.13280433999998
6120,-179.10777902
6210,-174.25971980000003
6300,-174.84293212000003
6390,-174.63345548
6480,-172.69681706
6570,-170.86918814
6660,-165.66394621999999
6750,-163.58800812
6840,-164.23664614
6930,-165.91041846
7020,-166.75591371999997
7110,-165.34492412
7200,-166.17539586000004
7290,-167.13087896000005
7380,-165.26982704000002
7470,-165.71308912
7560,-166.6696628
7650,-165.94336988
7740,-167.92150948000003
7830,-166.3764471
7920,-161.32138682000001
8010,-159.92519664
8100,-153.94621216000002
8190,-154.30097576
8280,-152.19439352000003
8370,-150.62863124000003
8460,-149.44410438000003
8550,-147.04771756000002
8640,-146.96852606000002
8730,-145.31235858
8820,-143.6138286
8910,-142.59478482000003
9000,-143.36966026000002
9090,-143.10645632
9180,-143.08512242
9270,-144.07397568000002
9360,-142.41892688000001
9450,-141.02851153999998
9540,-141.24927416
9630,-139.73031116
9720,-139.99363341999998
9810,-139.5611816
9900,-139.00159191999998
9990,-141.7147315
10080,-142.07149912
10170,-141.12774686
10260,-140.55874532
10350,-136.60982354
10440,-133.47885634
10530,-131.46643808
10620,-131.33335892000002
10710,-131.19500413999998
10800,-129.46468608
10890,-129.15907267999998
10980,-129.37193582
11070,-128.2963225
11160,-127.40935768000001
11250,-125.6413171
11340,-124.42432597999999
11430,-122.01454028
11520,-122.65118414000001
11610,-122.97850866
11700,-122.37138928
11790,-120.96122319999999
11880,-120.25608666
11970,-117.71551988
12060,-115.59302806000001
12150,-115.52527832000001
12240,-112.8542532
12330,-113.25623462
12420,-112.65856234
12510,-112.26433741999999
12600,-113.29502498000001
12690,-112.78305114000001
12780,-112.89988222000001
12870,-112.98193216000001
12960,-113.13809260000001
13050,-112.66530142000002
13140,-111.32470864000001
13230,-110.53925018
13320,-110.09932014
13410,-109.65413516
13500,-107.65350260000001
13590,-108.09273428000002
13680,-107.5217604
13770,-104.65629528
13860,-104.70400307999999
13950,-104.45343510000001
14040,-104.21838568000001
14130,-102.5924229
14220,-101.60753164
14310,-102.00013556
14400,-100.78298744
14490,-97.0914398
14580,-97.33291668
14670,-96.93664672
14760,-96.51710182000001
14850,-97.00185578
14940,-95.6737611
15030,-95.23723306
15120,-95.00258733999999
15210,-95.49848328
15300,-95.70381341999999
15390,-94.748001
15480,-94.90537998
15570,-95.41408964
15660,-95.410185
15750,-95.09191714
15840,-94.71984203999999
15930,-94.77675022
16020,-93.38751968000001
16110,-92.81615376
16200,-92.04277092000001
16290,-90.61587232000001
16380,-92.14791702000001
16470,-92.00414970000001
16560,-91.39601404000001
16650,-90.71000986000001
16740,-91.22464154000001
16830,-89.632512
16920,-89.69458198000001
17010,-89.66840052
17100,-88.12577178
17190,-87.63386678
17280,-86.96111834
17370,-87.77430742
17460,-87.41395044
17550,-87.19586552
17640,-86.7403009
17730,-87.02716434
17820,-86.89451034
17910,-86.60631921999999
18000,-87.6413896
18090,-87.25504654
18180,-87.22211828
18270,-86.54864692000001
18360,-85.16327384
18450,-85.07472093999999
18540,-83.90617134000001
18630,-84.3738433
18720,-83.66409156
18810,-82.53863436
18900,-82.37847692
18990,-82.32087855999998
19080,-80.63957760000001
19170,-80.23006484000001
19260,-79.68527286
19350,-79.32296772
19440,-78.87608184
19530,-78.53376618
19620,-77.73793954
19710,-76.58469056
19800,-76.00883904
19890,-75.94311234000001
19980,-75.04138026000001
20070,-74.07450984
20160,-73.73331710000001
20250,-74.32496626000001
20340,-73.60430002000001
20430,-72.33642934
20520,-70.98797117999999
20610,-70.75722836
20700,-70.32510304000002
20790,-71.13594536000001
20880,-69.77769256
20970,-69.2299107
21060,-69.07756786
21150,-68.29152099999999
21240,-67.20646675999998
21330,-67.16732268
21420,-67.0703291
21510,-66.70464866
21600,-66.21717228
21690,-65.46828144
21780,-65.25265098
21870,-63.23502080000001
21960,-63.36815664
22050,-63.502969879999995
22140,-63.42713794
22230,-63.352275520000006
22320,-62.823044880000005
22410,-62.589587640000005
22500,-61.23214386000001
22590,-61.52007504
22680,-60.895717919999996
22770,-60.77947284
22860,-60.14148488
22950,-59.17788406
23040,-58.314516139999995
23130,-58.19941244
23220,-57.74207570000001
23310,-56.981614560000004
23400,-56.926634719999996
23490,-56.582787440000004
23580,-56.58897798
23670,-56.3987347
23760,-56.83794175999999
23850,-56.14319707999999
23940,-55.79000565999999
24030,-55.31370828000001
24120,-55.339407900000005
24210,-54.9923996
24300,-55.03341252
24390,-55.4263191
24480,-55.45205362
24570,-54.635080599999995
24660,-54.459114379999995
24750,-54.07902498000001
24840,-54.13794834
24930,-53.922197680000004
25020,-53.54917768000001
25110,-53.12637788000001
25200,-52.76418509999999
25290,-51.8722231
25380,-51.43580564
25470,-51.54584128
25560,-51.37691184
25650,-50.79728544
25740,-50.58145534
25830,-50.4156821
25920,-50.07079174
26010,-49.717730939999996
26100,-50.058127719999995
26190,-50.17791063999999
26280,-50.102906159999996
26370,-49.62675256
26460,-49.1662692
26550,-48.275195000000004
26640,-47.38973166
26730,-47.091663880000006
26820,-47.078904800000004
26910,-46.740413440000005
27000,-46.477297480000004
27090,-45.174055120000006
27180,-45.54940260000001
27270,-45.68741317999999
27360,-45.823238599999996
27450,-45.60441428
27540,-46.21450986000001
27630,-45.19599136000001
27720,-45.41337344
27810,-45.32534124000001
27900,-44.92220548000001
27990,-44.84043794
28080,-44.347263819999995
28170,-44.271181139999996
28260,-43.29670746000001
28350,-43.31135674
28440,-43.55020876
28530,-43.72671152
28620,-43.470548660000006
28710,-43.3006111
28800,-43.19338027999999
28890,-42.17383154000001
28980,-41.50057502
29070,-40.97594442
29160,-40.378316
29250,-39.299035620000005
29340,-38.822514000000005
29430,-38.73464860000001
29520,-38.2869224
29610,-38.535690579999994
29700,-37.892784279999994
29790,-37.4388966
29880,-37.52125
29970,-36.8910381
30060,-37.12635178
30150,-37.43900162
30240,-37.61399848
30330,-38.21378436
30420,-37.86190495999999
30510,-38.15657192
30600,-38.0202695
30690,-37.789361
30780,-37.79926102
30870,-38.36609774000001
30960,-37.43819426
31050,-37.39485368000001
31140,-37.32848424
31230,-36.85602854
31320,-36.803987459999995
31410,-36.4374853
